mstumptime, dim0, dim1, dim2, dim3, dim4, dim5, dim6, hasht
3.65, 1.7098051123321056, 1.7098951432853937, 1.7099462356418371, 1.709983761422336, 1.7100169053301215, 1.7100481949746609, 1.7100792387500405, 0.11653000488877296
4.45, 0.6081192791461945, 0.6490635024383664,,,,,,0.1609739437699318
84.04, 2.91405117418617, 2.3116396348923445, 2.2632186906412244, 2.2720609521493316, 4.036416782066226, 14.095214257016778 , 20.5631971526891, 1.1498581562191248
1035.73, 34.17523527145386, 37.96083541959524, 107.65947363525629,120.54,,,,15.045607633888721
