Dataset,Time elapsed,RC1,K,L,w,r,dist_computed
0,12.338541666666666,,8,10,45,2,148
0,12.005208333333334,,8,50,45,2,108
0,9.197916666666666,,8,100,45,2,214
0,8.59375,,8,150,45,2,175
0,8.723958333333334,,8,200,45,2,119
0,8.223958333333334,,8,100,45,2,85
0,26.645833333333332,,8,100,45,8,8735
0,362.7291666666667,,8,100,45,16,9356
0,1224.40625,,8,100,45,32,229696
